time_s,F0_Hz,periodicity
1.22,312.94615672645466,0.9600714042130605
1.23,305.7605051638386,0.9473612083969979
1.24,297.9061192206411,0.9150304820807529
1.25,282.3525439930676,0.8288941692923246
1.26,276.4893091093003,0.8776644255650614
1.27,273.0750745948227,0.907867123552581
1.28,268.98694828235597,0.9335371300207707
1.29,263.4430459844331,0.9405519815120605
1.3,258.03895153821514,0.9403340809091411
1.31,253.63753069702224,0.9496895686733385
1.32,248.96612774420515,0.9399495961009433
1.33,245.61152139050196,0.9609453954739399
1.34,244.41732128099022,0.9579000806270189
1.35,243.53457742792986,0.9508707401817056
1.36,243.18902566886317,0.8154142088125108
1.37,,0.4153260568648075
1.38,,0.17758299610571268
1.39,,0.16501580400767635
1.4,,0.1737924231728666
1.41,,0.1947361969604523
1.42,,0.17206632408674882
1.43,,0.18421580917763603
1.44,,0.18696766034223808
1.45,,0.20390987897337085
1.46,,0.25055752818889515
1.47,,0.16287059719053207
1.48,,0.162142825046263
1.49,,0.19172633164094946
1.5,,0.33515540537010213
1.51,,0.3332451060750665
1.52,,0.3504576730527057
1.53,,0.0
1.54,,0.0
1.55,,0.4527175531967111
1.56,,0.39450673598064095
1.57,,0.5467561581279692
1.58,308.05089454234246,0.685056910922718
1.59,307.72601463196116,0.775827323364792
1.6,308.8762705308004,0.873506275041794
1.61,310.3954984628236,0.8835970368065221
1.62,313.08404537229325,0.946869417622049
1.63,315.21529388224496,0.943780561977853
1.64,317.1057487517333,0.9377849756842237
1.65,318.6393972139233,0.9720329932465425
1.66,319.1396173731692,0.9756328473044575
1.67,318.37897960569524,0.9663222770461078
1.68,318.7197513593659,0.9634134264034515
1.69,316.80588054788916,0.96413831767275
1.7,313.7739237610996,0.9963676501429491
1.71,312.16187837085596,0.9944956334832462
1.72,305.62779120422925,0.9052052911929387
1.73,306.350158695223,0.9525443090141198
1.74,304.8141972852262,0.9356815079632407
1.75,302.34429035489813,0.928120815478301
1.76,298.92168025180183,0.8564592948295375
1.77,293.768725252877,0.8071531252177646
1.78,289.81670171485706,0.8067040511758582
1.79,285.4471637733854,0.8430013450977466
1.8,280.28326409069666,0.8698771024914258
1.81,271.5593662877295,0.8672544213940371
1.82,263.50015346387573,0.9751325398330138
1.83,260.6917922694406,0.9794824449378027
1.84,259.1416088711553,0.9875507783922347
1.85,259.1622957833324,0.981657321730436
1.86,262.1793613593709,0.8386841607546377
1.87,267.75538873870715,0.8374511514837037
1.88,268.2907717198676,0.7933376609564725
1.89,266.07177815079416,0.741082841406691
1.9,257.8871171378373,0.7186091135729883
1.91,,0.4777795492357984
1.92,,0.24279265025875318
1.93,,0.22949482988985342
1.94,,0.185309124548269
1.95,,0.273528090864633
1.96,,0.6177623314795715
1.97,297.59542101929634,0.8816293676282647
1.98,298.42121305030184,0.9540451939916401
1.99,296.8647790905369,0.9774090878801425
2.0,295.8723421126734,0.9834097995893054
2.01,294.9608112124165,0.9842557102181269
2.02,293.95641068295487,0.9924573723825058
2.03,293.31692764032806,0.9946023118597308
2.04,292.6312154264379,0.9876356568554274
2.05,291.6674758495322,0.9922444888001425
2.06,290.7430200732796,0.9930184458947511
2.07,289.690525823381,0.9899714765684146
2.08,288.51303279881733,0.9815607908610038
2.09,287.15429467900924,0.9806360156936209
2.1,285.2805503184502,0.973966911322117
2.11,282.1786001995712,0.9427545891365838
2.12,278.54596512397467,0.92127362181612
2.13,275.5206341049336,0.9376212025261537
2.14,273.1886431035711,0.9214195400506583
2.15,270.10221034908915,0.9124559107252658
2.16,248.08923436511944,0.7908424897137006
2.17,223.35462183431792,0.9285233034663345
2.18,,0.5019207867765562
2.19,,0.4072532789564186
2.2,,0.586505299828252
2.21,219.62448395702907,0.7951081704867086
2.22,211.97492229129887,0.7417400377946242
2.23,208.2652129603267,0.7696289674317912
2.24,205.49967126618876,0.9026730329084031
2.25,203.3568316509962,0.9719838705455823
2.26,202.5822945041569,0.9860908384524986
2.27,202.53408398124205,0.9888660852434565
2.28,202.21018848270813,0.9837996523176713
2.29,202.68304944642074,0.9821222624408203
2.3,202.3529832537022,0.9622472377653942
2.31,202.24202005498518,0.9426079376173948
2.32,202.1828939155707,0.9242497617364192
2.33,199.61610794179796,0.9131279193185895
2.34,198.0033576880067,0.8129912062089206
2.35,,0.0
2.36,,0.4002095337179395
2.37,,0.27207434857379975
2.38,220.48357391333914,0.650908669352247
2.39,216.51923842233037,0.8037124886978616
2.4,215.42780877795118,0.8518272637080652
2.41,215.39712287260417,0.9440321160953096
2.42,214.62327286615005,0.9552766315739266
2.43,214.86767383601511,0.9553944366603518
2.44,215.10381647145624,0.8881180656610163
2.45,214.99807638234455,0.8847381782105886
2.46,213.80920421318115,0.88745707906756
2.47,217.7093597815393,0.9575768327196691
2.48,218.77629678655595,0.9964734363052372
2.49,219.1519921007889,0.9967415370852708
2.5,219.46202154976265,0.9964000792904023
2.51,221.16991223694842,0.9729935936673061
2.52,219.87984628025956,0.9458510386155424
2.53,219.45141696611628,0.9665968991819339
2.54,218.53299857893361,0.973380045790123
2.55,217.16524839355887,0.9812215622722591
2.56,215.83593067606455,0.9883085005123535
2.57,214.68969937581284,0.9888260413613449
2.58,214.04027262017635,0.99462803503542
2.59,213.7925055467039,0.9949170680242537
2.6,213.93007917745416,0.9881858059339339
2.61,213.8322354862559,0.9656056877904677
2.62,212.27658329870744,0.6677153136409398
2.63,,0.2348453176267156
2.64,,0.22438907841086161
2.65,,0.21043356185476558
2.66,,0.20000339340811968
2.67,,0.1552238368092265
2.68,,0.15894067119793695
2.69,,0.17083932902017615
2.7,,0.1711912568152336
2.71,,0.32760696525246785
2.72,,0.257506600424764
2.73,,0.31263417709341756
2.74,,0.0
2.75,,0.0
2.76,,0.0
2.77,,0.1918440362791486
2.78,,0.5231225300405811
2.79,245.38639124710275,0.6691978159508152
2.8,245.96573282480975,0.8146791852953622
2.81,248.40165210315698,0.7657200965164679
2.82,251.70703010857747,0.6548992414334859
2.83,257.4415875823084,0.7062081656165143
2.84,259.2019334236005,0.6540361535216241
2.85,,0.6388108407866747
2.86,,0.6057065634227417
2.87,276.7642455873406,0.7447965052615667
2.88,282.7310087439531,0.8117121637762249
2.89,286.7591011402242,0.8792318514550295
2.9,289.51020739225515,0.9225965031838337
2.91,292.19275156050264,0.9410706275195596
2.92,291.1374531039929,0.8562523183724864
2.93,318.016086998985,0.8799288164223081
2.94,319.7893794283707,0.957470081089834
2.95,321.9708779468255,0.9490523599636076
2.96,322.9628535963931,0.9444127468233033
2.97,324.755945096719,0.9412764648980314
2.98,328.704921326616,0.9340365018978983
2.99,324.4219607941479,0.8594587154952681
3.0,,0.5896929997124473
3.01,,0.13849186530302499
3.02,,0.12779544285842376
3.03,,0.1270117872105439
3.04,,0.1232974839976759
3.05,,0.12450612585878827
3.06,,0.13433827156923295
3.07,,0.1531322272701047
3.08,,0.17505997732746692
3.09,,0.38178206613190324
3.1,271.0912164776843,0.6828280482199351
3.11,267.373051972803,0.8628866985627481
3.12,264.3854938283834,0.883346403039314
3.13,261.20195869013287,0.9394128624790667
3.14,257.5117130323249,0.9597097371763408
3.15,253.5734174732768,0.9721059018756024
3.16,250.8046672920395,0.9687963040864643
3.17,247.62894325619482,0.9625117595017979
3.18,244.85691659089017,0.963716891291751
3.19,240.58911778904002,0.9477248365118329
3.2,231.44463384947798,0.8523923423364014
3.21,209.49267886905733,0.9774580513767168
3.22,,0.0
3.23,,0.0
3.24,,0.0
3.25,,0.0
3.26,,0.0
3.27,,0.304573620389331
3.28,,0.3010221508672762
3.29,258.426565995283,0.7422380115834003
3.3,261.8532331819479,0.8150766655651217
3.31,264.7317877584751,0.8283691517907659
3.32,268.12243960573494,0.8698054485470058
3.33,274.327527455915,0.8722593626243803
3.34,280.89503818818895,0.9055393199389544
3.35,285.78937143241944,0.9715575944435579
3.36,285.9772830377881,0.9636076220066299
3.37,282.95975500941836,0.8920725382916923
3.38,275.67929718452933,0.8341430079501346
3.39,264.7798340226225,0.7511852578380883
3.4,250.32949631370462,0.6951715186101833
3.41,,0.5748183977699474
3.42,,0.47388117680503455
3.43,,0.3669851452713444
3.44,,0.5567350184865091
3.45,326.0906653215688,0.6749711265090838
3.46,347.20982073703146,0.6943559663685496
3.47,,0.0
3.48,,0.0
3.49,,0.16356625236957537
3.5,,0.43798263116785335
3.51,,0.3243624738685508
3.52,,0.36333166116867627
3.53,,0.32073972439760623
3.54,,0.31789629078112985
3.55,,0.27872167135186077
3.56,,0.22753372489200915
3.57,,0.2488739012113737
3.58,,0.20977257958277357
3.59,,0.23940494366743403
3.6,,0.2573178704633916
3.61,,0.1678501577666855
3.62,,0.21072998008097424
3.63,,0.19546464946383282
3.64,,0.27192594889270083
3.65,,0.40038633666496476
3.66,,0.6069682761080936
3.67,224.47051057238667,0.8451096816606505
3.68,223.31042468237237,0.9202470430317903
3.69,222.91109543402038,0.9817312853166305
3.7,223.99439665351494,0.9912456354962442
3.71,225.42160725105464,0.992808397813944
3.72,225.84841545562367,0.9918142734720918
3.73,224.61158575971592,0.9828915601944864
3.74,222.7981615158263,0.971695331282623
3.75,220.09015979870247,0.975109692206652
3.76,217.605528658882,0.9831405130284272
3.77,216.06969886229754,0.9938910441741017
3.78,215.2796865688086,0.9944492472785987
3.79,215.17264118091572,0.9932531603942457
3.8,215.4161952435328,0.9934210022080422
3.81,215.349484898071,0.990413311948001
3.82,213.52986085859405,0.989969796783951
3.83,212.41423689583667,0.9932127051019665
3.84,212.64257518514265,0.9957232281360033
3.85,212.4367441455523,0.9949488813650568
3.86,212.84475209029202,0.994452311488819
3.87,215.55423170598976,0.9719704061801557
3.88,220.61956260625664,0.942437435054907
3.89,227.08805752240136,0.9474885130463617
3.9,232.49762170484726,0.9605394243931343
3.91,237.24373201646873,0.9503745413808432
3.92,245.17077131290074,0.9110117729645635
3.93,252.29579701140307,0.9152599710141068
3.94,257.9097620141138,0.9561331897240495
3.95,260.8046373795133,0.9812642692876754
3.96,263.3027273966872,0.9953288485904942
3.97,265.378908891415,0.9896076858319464
3.98,266.6988450916531,0.9922923572757786
3.99,267.4587805095314,0.9916141743527709
4.0,267.3492684664237,0.9916554571542087
4.01,267.0083924681085,0.9892655637231011
4.02,267.37927859759657,0.9795041643994838
4.03,265.9503886255712,0.9592477646336899
4.04,264.81874914513423,0.9403660991923333
4.05,263.5494622484698,0.951490935527237
4.06,261.7995249093124,0.977005900425574
4.07,261.7763917653593,0.9739077315954319
4.08,261.2650395496621,0.9726185481288514
4.09,260.32339956522617,0.9668841685766163
4.1,260.62286544617723,0.9663554880064178
4.11,260.4015354819076,0.9544623416590733
4.12,257.9401549406002,0.9377935087810825
4.13,256.3548264976262,0.993897998781785
4.14,255.34570870712528,0.9912471850269693
4.15,253.91337094504186,0.9884513091767647
4.16,252.92064150598853,0.8945549596799908
4.17,247.8913938167862,0.939545803543111
4.18,246.93250690928815,0.9605250360346517
4.19,245.54701367950088,0.9589951973369994
4.2,244.1178536482456,0.9653289818014977
4.21,241.9392176613298,0.9667482566057891
4.22,239.57284720919517,0.9702509483491003
4.23,237.1209544985317,0.9584630045467245
4.24,236.55228298959443,0.9871257407914841
4.25,235.98950709445887,0.994975002644681
4.26,235.56458675255146,0.9953200212597705
4.27,235.76908160767704,0.9684202347963914
4.28,235.8104366379845,0.9394709935126506
4.29,236.99944656477427,0.8494282115406413
4.3,,0.42394443093721645
4.31,,0.2381009820780168
4.32,,0.17686669018698065
4.33,,0.1516392278333947
4.34,,0.1500764434934202
4.35,,0.14748940219885445
4.36,,0.15236843200334305
4.37,,0.15771854797304274
4.38,,0.18728765596589395
4.39,,0.17247326315527828
4.4,,0.19609017307816484
4.41,,0.22378367450361303
4.42,,0.37907468737743627
4.43,259.9908082844813,0.7823522489679926
4.44,252.47710247896828,0.8122029105340483
4.45,247.06780400162512,0.8538931008803342
4.46,243.7069676069001,0.908738879268109
4.47,241.55948508097322,0.9563269031464517
4.48,240.51548750008925,0.9694204760441062
4.49,240.04648200895005,0.98470906138267
4.5,240.0997210209521,0.988590894368319
4.51,240.14755864389417,0.990519567986689
4.52,239.74084712092758,0.9908066762904804
4.53,239.40131982215942,0.9938039955799507
4.54,238.9118680177566,0.9964314407534757
4.55,238.248878526357,0.9885667457341237
4.56,237.13890752688275,0.9618409809947048
4.57,235.45094164914607,0.9650694442558053
4.58,233.7162925001692,0.9614132261833066
4.59,231.82763875258493,0.9836917374029128
4.6,230.1924162785325,0.9467171780036084
4.61,227.5775635192399,0.9038833368541064
4.62,224.59682777484528,0.8416212532829174
4.63,221.92363448610067,0.824505835593299
4.64,217.89307453165742,0.7640447666483983
4.65,,0.5748268219089225
4.66,199.15233456931088,0.9707158323417743
4.67,,0.0
4.68,,0.20014639181562813
4.69,,0.3412844002823793
4.7,,0.33582295023048675
4.71,,0.4750917208090223
4.72,87.82752493609593,0.7146784129229684
4.73,88.45798177178693,0.859826527643588
4.74,,0.6131120639234303
4.75,,0.49862001574472614
4.76,,0.36827173331522567
4.77,,0.32184130182716003
4.78,,0.3883456819794927
4.79,,0.4202307237488796
4.8,,0.3861320706958003
4.81,,0.4165754992367175
4.82,,0.397307881516084
4.83,,0.0
4.84,,0.0
4.85,,0.0
4.86,,0.0
4.87,,0.0
4.88,,0.0
4.89,,0.0
4.9,,0.0
4.91,,0.0
4.92,,0.0
4.93,,0.0
4.94,,0.0
4.95,,0.0
