time_s,F0_Hz,periodicity
1.19,243.03349788553123,0.8348518063214602
1.2,229.53040930952255,0.9913705919594212
1.21,227.68178279909245,0.9886464037012176
1.22,,0.23697708985251528
1.23,,0.5497089099524625
1.24,269.12118882816503,0.7842187032187798
1.25,267.2161153913758,0.8733041915193211
1.26,268.1296521157286,0.9205374639143726
1.27,270.8522196540046,0.9529518070519204
1.28,273.0778683760077,0.9520011635317025
1.29,275.62197456192945,0.9704197221984168
1.3,278.1353481309693,0.9607550542566133
1.31,280.339820391166,0.9733621715815264
1.32,282.05786612316945,0.9815791298177787
1.33,282.95447375896174,0.9827804959791487
1.34,282.6179056039402,0.9760917860367301
1.35,280.27115640180415,0.943479034691895
1.36,275.7836313434727,0.8513971533415872
1.37,271.68204507353056,0.7379613338024654
1.38,,0.648164873833484
1.39,,0.48237243740696906
1.4,,0.494023016377515
1.41,,0.6465097990737936
1.42,,0.5292109522295724
1.43,,0.4441952175668862
1.44,,0.0
1.45,,0.0
1.46,,0.0
1.47,,0.13994799334451016
1.48,,0.18228323862810283
1.49,,0.26783434651633914
1.5,,0.30855580447332687
1.51,,0.3283375519858818
1.52,,0.22275468583052055
1.53,,0.20652201044167415
1.54,,0.1797494585532296
1.55,,0.1728132628763167
1.56,,0.19191548618627471
1.57,,0.23541015460699663
1.58,,0.2460808196146552
1.59,,0.1933556627832356
1.6,,0.19386419311064212
1.61,,0.24755139092402856
1.62,,0.23738538856493535
1.63,,0.2949781565416424
1.64,,0.5871952228805472
1.65,294.46368476047627,0.708500401779679
1.66,291.45944372810624,0.718851833698784
1.67,288.87392866460095,0.7353887692781449
1.68,284.0334800902648,0.7641247769483513
1.69,279.1387858142292,0.8224888436664987
1.7,274.6846535234278,0.8762130332741525
1.71,270.8996289617133,0.8948019940945898
1.72,266.34263109333097,0.908180991465329
1.73,261.4425297573084,0.951882111114143
1.74,257.57166589439333,0.9593357197039925
1.75,253.63510219663968,0.9561805844578418
1.76,248.79809859301417,0.9570127613652629
1.77,246.0110305876052,0.9511184764297504
1.78,243.56461258113225,0.9344181242533439
1.79,240.78202254891843,0.8895452001602103
1.8,,0.5805613459937556
1.81,,0.49419716074409026
1.82,233.34696645782617,0.7232270480623056
1.83,237.66509593357083,0.8770359699184178
1.84,237.9968004235038,0.9791843820042272
1.85,237.63359322523854,0.982845605418214
1.86,236.85184814816378,0.9432738518314069
1.87,234.59388646255007,0.9107670617032224
1.88,231.36096871753892,0.8732103581578577
1.89,227.79005283402387,0.9409624586785518
1.9,226.22845451925488,0.9172770250731981
1.91,223.05491279248147,0.8125108063860977
1.92,223.9588203183779,0.9808237898443023
1.93,222.0602566481798,0.9845326513485734
1.94,219.5868440527667,0.9768422946818092
1.95,217.87519725371155,0.9768666859527865
1.96,216.69972136097596,0.9672292162970194
1.97,216.09178870691073,0.9469802668746815
1.98,215.59877295345035,0.9319648365737466
1.99,215.12564834923788,0.8858000421122818
2.0,214.1344233053019,0.9516158143795883
2.01,210.34989650656,0.9175388800359234
2.02,,0.2614280218390342
2.03,,0.29275739431738346
2.04,,0.22273164062877462
2.05,,0.26094484339921975
2.06,,0.48958845346650204
2.07,235.4337164013592,0.8018875718846064
2.08,239.752146348353,0.8614644781918033
2.09,246.83141987150117,0.8251782175734087
2.1,253.89344211164791,0.7602143922279335
2.11,257.30248644558935,0.7291048504384112
2.12,259.5838459362662,0.6603588292253679
2.13,,0.6429722956855761
2.14,267.53237263232324,0.6580431143150047
2.15,271.5481399777159,0.7989200852305889
2.16,273.66864727459887,0.8450201443525892
2.17,275.7548086638058,0.9187787300674574
2.18,277.2522514767663,0.8679735504323006
2.19,279.84602403005306,0.7323775080427984
2.2,,0.4820193680074822
2.21,,0.25462117755947644
2.22,,0.21613625867621344
2.23,,0.18263755919562263
2.24,,0.23193414751900057
2.25,,0.13428933909521226
2.26,,0.14308182892180193
2.27,,0.15279476262296163
2.28,,0.2093680471276163
2.29,,0.20115966900624419
2.3,,0.15677645968677945
2.31,,0.14686136657722845
2.32,,0.2145457989288156
2.33,,0.21842700348378924
2.34,,0.4892053706478951
2.35,231.75123670784217,0.6589526178494015
2.36,,0.6072377360836381
2.37,,0.616609276030158
2.38,225.18997552536297,0.8234614366900888
2.39,223.75001908324998,0.8905536859192681
2.4,222.65449822724324,0.9512382870192296
2.41,221.39496592083938,0.9515392580811942
2.42,218.24581933078943,0.928536970999247
2.43,215.00137629240422,0.9343215463347987
2.44,212.06666656594936,0.9471528437871405
2.45,212.29870574026424,0.9604845668190795
2.46,216.36024096127667,0.9692076947248466
2.47,220.63091128465175,0.9603825154794953
2.48,225.94348822327132,0.9606120489598771
2.49,229.66557686566162,0.9277977507865565
2.5,229.21509907442763,0.9388185289363916
2.51,230.30816951948063,0.9456246905664445
2.52,232.88774747651541,0.950336346549622
2.53,236.69134230347288,0.9246500635731012
2.54,240.90696763949373,0.9127255445451143
2.55,245.16809125574517,0.9135395804218499
2.56,248.56759847933776,0.929277353111568
2.57,252.04431743760463,0.9315062763580169
2.58,254.96687860692435,0.9432407516969724
2.59,258.15139076038525,0.9302939140902262
2.6,261.7863028673931,0.8963117982518553
2.61,266.1364189511384,0.8634540233077781
2.62,270.32466179727385,0.8357389992018369
2.63,274.55479390931714,0.8278366953758284
2.64,281.69632739738853,0.8917993557206338
2.65,286.10326491052456,0.8281876705704867
2.66,,0.36287474806719744
2.67,,0.18709675784774008
2.68,,0.18999884143071674
2.69,,0.21953898908890182
2.7,,0.21826482289549917
2.71,,0.17213161401942798
2.72,,0.17322361766362968
2.73,,0.1864594671933454
2.74,,0.1919708107357583
2.75,,0.18923858246326022
2.76,,0.18948566917601997
2.77,,0.14876743164382963
2.78,,0.20222257082466155
2.79,,0.1747085138039448
2.8,,0.1625537763698311
2.81,,0.22609433312912686
2.82,,0.14892280863948346
2.83,,0.2682436911448795
2.84,,0.514518792747587
2.85,230.18514233895343,0.8058228408637776
2.86,222.56888309712193,0.742247186494613
2.87,215.28954179038246,0.7088597978215526
2.88,210.7765146147528,0.8323782275935576
2.89,207.96511558629197,0.9699354251731199
2.9,207.5686785509602,0.9902360818217333
2.91,207.1609880372343,0.9897829404125508
2.92,206.39005902517147,0.9754326930718441
2.93,205.8317789514195,0.9873892096068316
2.94,205.58636443905394,0.9918875094697364
2.95,205.64152822219165,0.9905904427480218
2.96,205.79691998216703,0.9885624670306307
2.97,206.53997353266445,0.9709158769177861
2.98,206.5217267424324,0.9695637391707178
2.99,205.90694834056572,0.9599168273394388
3.0,204.43277564429965,0.9341468432591081
3.01,202.38419387673363,0.9558111233170736
3.02,200.8174631368733,0.94668348488391
3.03,199.5187375720524,0.9439202338677409
3.04,198.61140559794322,0.8941150604165957
3.05,,0.5837912735548254
3.06,,0.614422926375388
3.07,195.20001863297477,0.741872885905638
3.08,193.9165386329321,0.8431345365553679
3.09,193.91437062877168,0.9224907192913521
3.1,194.07044564403998,0.9711945660908816
3.11,193.20233062688942,0.9535053636961119
3.12,193.10720749323278,0.9397280973192883
3.13,192.57613356296412,0.9422294053545117
3.14,192.1596263371207,0.9647630735562197
3.15,191.05491110598217,0.9535852123417413
3.16,189.51887108984224,0.8574592285655928
3.17,186.75030433727432,0.8216282786625136
3.18,,0.6040115344928908
3.19,,0.411496836832623
3.2,,0.3078138372864232
3.21,,0.26300206842993645
3.22,,0.3687012349219404
3.23,,0.42610758137534116
3.24,,0.3143062568471786
3.25,,0.2788378840732504
3.26,,0.4589767680868113
3.27,,0.34797815866552495
3.28,,0.40583540528414147
3.29,210.62768498781497,0.7577776844603605
3.3,209.92706731640865,0.9676662775609968
3.31,211.72573829758235,0.9773093129060662
3.32,212.7078801577875,0.9884560875295147
3.33,213.30621434808288,0.9944840619203577
3.34,213.6455226521652,0.9952890330804873
3.35,214.37139732973193,0.9746303086654214
3.36,216.08796987339713,0.9469459100740979
3.37,218.71436179626184,0.9420369807986629
3.38,221.05751027568104,0.970621341482112
3.39,222.15638578258913,0.9879096443085114
3.4,222.36040980698658,0.9756920215415339
3.41,221.87731215176774,0.9643112458353177
3.42,221.14463840636924,0.9500295262563583
3.43,219.29496957887923,0.9570366418311776
3.44,218.69439013139154,0.9541444404045273
3.45,218.75536536120924,0.9440134731918974
3.46,221.410885541853,0.9390233982183273
3.47,223.92634614912484,0.958531385705461
3.48,222.4858592424375,0.9760425600713808
3.49,222.79419769974976,0.9706209047463746
3.5,224.26970353021616,0.9459388540726094
3.51,226.185298376792,0.9389552685271374
3.52,228.29715124425604,0.9454902971205007
3.53,230.5272058634198,0.9100333834720247
3.54,234.0080272675184,0.864617360124176
3.55,237.51587293406277,0.8791769900260641
3.56,240.0175643395671,0.9134186287731344
3.57,242.88859819391507,0.9333628863300052
3.58,243.88159900402005,0.9542986506533818
3.59,243.86392841850605,0.9630859175678962
3.6,242.9651510116887,0.9562426100639979
3.61,240.97659076082374,0.8973936771251884
3.62,238.3485903984126,0.8435283737231837
3.63,234.87150606923274,0.8044502313587871
3.64,222.1258148580762,0.7843657816975769
3.65,219.787366036071,0.80225563831252
3.66,208.90916977571743,0.774335829708859
3.67,206.8262022018121,0.698353779304694
3.68,,0.59976556344449
3.69,,0.35078268914385097
3.7,,0.36935225559295215
3.71,,0.3930130621356651
3.72,,0.4261146723086235
3.73,,0.6160920618433399
3.74,,0.3382787684446855
3.75,,0.2542814570300266
3.76,,0.27811237983862414
3.77,,0.48581714274350224
3.78,,0.44832267984455226
3.79,,0.3477229493382588
3.8,,0.34182683667040675
3.81,,0.19206253559558925
3.82,,0.30633438613575675
3.83,,0.24298883892107648
3.84,,0.0
3.85,,0.0
3.86,,0.0
3.87,,0.0
3.88,,0.0
3.89,,0.0
3.9,,0.0
3.91,,0.0
3.92,,0.0
3.93,,0.0
3.94,,0.0
